"age","workclass","education","marital_status","occupation","race","sex","hours_per_week","income"
24,"Private","HS-grad","Single","White-Collar","White","Female",40,0
34,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
32,"Private","HS-grad","Single","White-Collar","White","Female",35,0
37,"Private","HS-grad","Married","Blue-Collar","White","Male",45,1
31,"Private","Some-college","Separated","Sales","White","Female",40,0
21,"Private","Some-college","Single","Service","White","Female",35,0
47,"Private","HS-grad","Married","Blue-Collar","White","Male",85,1
23,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
33,"Private","Masters","Married","White-Collar","White","Male",40,1
60,"Other/Unknown","Bachelors","Married","Other/Unknown","Other","Male",25,0
17,"Private","HS-grad","Single","White-Collar","White","Male",20,0
67,"Private","HS-grad","Married","Blue-Collar","White","Male",24,0
57,"Private","Masters","Married","Professional","White","Male",55,1
17,"Private","School","Single","Blue-Collar","White","Male",20,0
53,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
25,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",50,1
24,"Government","HS-grad","Married","Blue-Collar","White","Male",49,1
48,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",40,0
51,"Private","Masters","Married","White-Collar","White","Male",47,1
38,"Private","HS-grad","Separated","Service","Other","Male",40,0
51,"Private","HS-grad","Married","Professional","White","Male",46,1
18,"Private","HS-grad","Single","Service","White","Female",10,0
23,"Private","Some-college","Separated","Sales","White","Female",40,0
42,"Private","Some-college","Married","Blue-Collar","White","Male",60,1
34,"Private","HS-grad","Separated","Service","White","Female",35,0
39,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
20,"Other/Unknown","HS-grad","Single","Other/Unknown","White","Male",12,0
39,"Private","Some-college","Single","Service","Other","Female",40,0
21,"Self-Employed","Some-college","Single","Blue-Collar","White","Male",40,0
26,"Private","School","Single","Blue-Collar","White","Male",40,0
54,"Government","Some-college","Married","Blue-Collar","White","Male",40,0
34,"Private","Some-college","Divorced","Sales","White","Female",40,0
32,"Government","HS-grad","Single","Blue-Collar","White","Male",40,0
59,"Self-Employed","School","Married","Blue-Collar","White","Male",40,0
24,"Other/Unknown","School","Married","Other/Unknown","Other","Female",24,0
54,"Private","Bachelors","Widowed","Sales","White","Female",40,0
54,"Private","Bachelors","Married","White-Collar","White","Male",40,0
67,"Private","HS-grad","Widowed","Sales","White","Female",18,0
33,"Private","HS-grad","Married","Professional","White","Male",60,0
37,"Private","HS-grad","Married","White-Collar","White","Female",40,0
47,"Private","Bachelors","Divorced","Service","White","Female",25,0
51,"Private","HS-grad","Divorced","Service","White","Female",40,0
45,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
19,"Private","HS-grad","Single","Service","White","Female",30,0
58,"Self-Employed","Doctorate","Married","Professional","White","Male",24,1
27,"Private","HS-grad","Single","Blue-Collar","Other","Male",40,0
36,"Private","Some-college","Single","Service","White","Female",40,0
20,"Other/Unknown","Assoc","Single","Other/Unknown","White","Male",40,0
51,"Private","HS-grad","Single","White-Collar","White","Female",40,0
45,"Self-Employed","Masters","Single","Professional","White","Female",60,0
32,"Private","HS-grad","Divorced","White-Collar","White","Male",40,0
59,"Private","HS-grad","Divorced","Service","Other","Female",40,0
45,"Self-Employed","Bachelors","Married","Professional","White","Male",40,1
43,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",40,0
54,"Private","School","Divorced","Professional","White","Male",68,1
20,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",32,0
29,"Government","Bachelors","Single","Professional","Other","Female",42,0
28,"Private","School","Single","Service","Other","Female",40,0
18,"Self-Employed","School","Single","Sales","White","Female",40,0
49,"Private","Bachelors","Divorced","Professional","White","Female",50,0
46,"Private","HS-grad","Divorced","Blue-Collar","White","Male",30,0
58,"Other/Unknown","HS-grad","Married","Other/Unknown","Other","Male",30,0
56,"Private","Bachelors","Single","Professional","White","Female",45,0
41,"Private","Assoc","Divorced","White-Collar","Other","Female",50,0
50,"Self-Employed","Prof-school","Married","Professional","White","Male",60,1
74,"Self-Employed","Some-college","Married","Professional","White","Male",35,0
30,"Private","HS-grad","Married","White-Collar","White","Male",40,0
62,"Private","HS-grad","Widowed","Blue-Collar","Other","Female",40,0
19,"Private","HS-grad","Single","Blue-Collar","White","Female",40,0
29,"Private","HS-grad","Married","White-Collar","Other","Female",40,0
20,"Other/Unknown","Some-college","Single","Other/Unknown","Other","Female",40,0
36,"Private","School","Married","Blue-Collar","White","Male",35,0
36,"Private","HS-grad","Single","Service","White","Male",40,0
51,"Government","Assoc","Married","White-Collar","White","Female",30,0
37,"Self-Employed","Some-college","Married","White-Collar","White","Male",50,1
29,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",40,0
17,"Private","School","Single","Blue-Collar","White","Male",20,0
18,"Private","HS-grad","Single","White-Collar","White","Female",20,0
40,"Self-Employed","Bachelors","Single","Professional","White","Male",40,0
26,"Self-Employed","Bachelors","Single","White-Collar","White","Female",40,0
42,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",45,0
32,"Private","HS-grad","Divorced","Blue-Collar","White","Male",40,0
33,"Private","School","Married","Blue-Collar","White","Male",40,0
28,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",40,0
43,"Private","Bachelors","Married","Blue-Collar","White","Male",40,1
47,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
37,"Private","Some-college","Single","Service","Other","Female",40,0
73,"Other/Unknown","Bachelors","Married","Other/Unknown","White","Male",10,0
37,"Private","HS-grad","Married","Service","White","Male",30,0
50,"Private","Some-college","Married","White-Collar","White","Female",35,1
19,"Private","HS-grad","Single","Sales","White","Male",50,0
32,"Government","Some-college","Married","Service","White","Male",40,0
44,"Government","Assoc","Divorced","Service","Other","Male",40,0
20,"Private","Some-college","Single","Service","White","Female",16,0
29,"Private","Some-college","Single","Service","White","Female",40,0
21,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",40,0
34,"Private","Assoc","Single","Professional","White","Female",40,0
44,"Government","Bachelors","Married","White-Collar","White","Male",52,0
18,"Private","School","Single","Service","White","Female",20,0
22,"Private","Some-college","Single","Service","White","Female",40,0
39,"Government","Doctorate","Divorced","Professional","White","Female",40,1
26,"Government","Some-college","Single","Service","White","Male",40,0
29,"Other/Unknown","Bachelors","Married","Other/Unknown","White","Male",25,0
21,"Private","Some-college","Single","Service","White","Male",40,0
49,"Government","Bachelors","Married","Professional","White","Male",50,0
24,"Private","Assoc","Single","Blue-Collar","White","Male",20,0
26,"Private","Bachelors","Single","White-Collar","White","Male",60,0
25,"Private","Some-college","Single","Service","White","Male",60,0
30,"Private","Assoc","Married","Professional","White","Male",40,0
52,"Private","Bachelors","Married","Professional","White","Male",38,1
30,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
20,"Private","HS-grad","Single","White-Collar","White","Male",40,0
31,"Private","HS-grad","Divorced","Blue-Collar","White","Male",40,0
44,"Private","Bachelors","Married","White-Collar","White","Male",40,1
46,"Self-Employed","Some-college","Married","Sales","White","Male",60,1
31,"Private","HS-grad","Single","Blue-Collar","White","Female",40,0
57,"Private","School","Widowed","Service","White","Female",10,0
58,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
41,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
23,"Private","HS-grad","Single","White-Collar","White","Female",40,0
47,"Private","HS-grad","Divorced","Service","White","Female",40,0
72,"Self-Employed","Prof-school","Married","Professional","White","Male",28,1
26,"Self-Employed","Bachelors","Divorced","White-Collar","White","Male",38,0
45,"Government","Some-college","Single","White-Collar","White","Male",40,0
48,"Private","Prof-school","Married","White-Collar","White","Male",50,1
23,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
20,"Government","HS-grad","Single","Service","Other","Female",40,0
18,"Private","School","Single","Service","White","Male",15,0
27,"Private","Bachelors","Single","White-Collar","White","Female",40,0
25,"Private","HS-grad","Single","Blue-Collar","White","Male",35,0
45,"Private","HS-grad","Single","Service","Other","Female",30,0
53,"Private","Some-college","Single","White-Collar","Other","Female",40,0
54,"Private","Some-college","Married","Blue-Collar","White","Male",45,1
41,"Private","HS-grad","Married","Sales","White","Male",40,1
23,"Private","School","Single","Blue-Collar","White","Male",35,0
17,"Private","School","Single","Service","White","Male",18,0
42,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
61,"Private","School","Married","Professional","White","Male",40,0
57,"Private","Some-college","Widowed","White-Collar","White","Female",38,1
21,"Government","Some-college","Single","Blue-Collar","White","Male",35,0
44,"Private","Some-college","Married","Sales","White","Male",40,1
48,"Private","Assoc","Divorced","Service","White","Male",44,0
46,"Private","Prof-school","Divorced","Blue-Collar","White","Male",48,0
37,"Self-Employed","HS-grad","Single","Blue-Collar","White","Male",86,0
35,"Private","HS-grad","Single","White-Collar","White","Female",54,0
27,"Government","Bachelors","Single","Blue-Collar","White","Female",40,0
28,"Private","Some-college","Single","Sales","Other","Male",40,0
19,"Private","HS-grad","Single","Blue-Collar","White","Male",10,0
63,"Self-Employed","Bachelors","Married","Sales","White","Male",50,1
69,"Other/Unknown","HS-grad","Divorced","Other/Unknown","White","Female",40,0
69,"Other/Unknown","Assoc","Widowed","Other/Unknown","White","Female",6,0
36,"Government","Assoc","Married","Service","White","Female",40,0
20,"Private","School","Single","Service","White","Male",35,0
28,"Government","Bachelors","Married","Service","White","Male",50,0
58,"Private","HS-grad","Married","Sales","White","Female",38,0
48,"Private","HS-grad","Married","Sales","White","Male",40,0
39,"Private","Some-college","Divorced","White-Collar","White","Female",56,0
38,"Private","HS-grad","Married","Blue-Collar","White","Male",44,0
50,"Government","Assoc","Divorced","Professional","White","Female",40,0
35,"Private","Bachelors","Single","Professional","White","Female",40,0
45,"Self-Employed","Bachelors","Divorced","White-Collar","White","Male",50,0
38,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",38,0
54,"Private","Assoc","Divorced","White-Collar","White","Female",55,1
42,"Private","Bachelors","Single","Professional","White","Female",12,0
32,"Private","School","Separated","Blue-Collar","Other","Female",40,0
55,"Government","Doctorate","Married","Professional","Other","Male",70,1
63,"Private","Some-college","Married","Sales","White","Male",30,0
21,"Private","School","Single","Blue-Collar","White","Male",48,0
62,"Other/Unknown","Masters","Married","Other/Unknown","White","Male",30,1
46,"Government","Bachelors","Married","Service","White","Male",40,1
43,"Private","Some-college","Single","White-Collar","Other","Female",40,0
35,"Self-Employed","HS-grad","Married","White-Collar","White","Male",60,0
37,"Private","School","Married","Blue-Collar","White","Male",40,0
51,"Private","HS-grad","Single","Blue-Collar","White","Female",45,0
45,"Private","Bachelors","Married","White-Collar","White","Male",72,1
19,"Private","School","Single","Service","White","Male",20,0
61,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",40,1
61,"Private","School","Widowed","White-Collar","Other","Male",65,0
21,"Private","HS-grad","Single","Sales","White","Female",40,0
45,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
38,"Private","Bachelors","Married","White-Collar","White","Male",50,1
28,"Private","Bachelors","Married","Professional","White","Female",40,1
40,"Government","Bachelors","Married","Professional","White","Male",35,0
