emp_length,annual_inc,open_acc,credit_years,grade,home_ownership,purpose,addr_state,loan_status
10,100000,11,30,D,MORTGAGE,debt,FL,0
6,90000,14,13,E,MORTGAGE,purchase,Other,0
2,75000,6,14,B,RENT,debt,Other,0
1,38000,19,29,E,RENT,debt,IL,0
4,60000,20,13,F,MORTGAGE,purchase,NY,0
1,30000,6,11,B,RENT,debt,IL,0
2,138000,11,18,C,MORTGAGE,debt,GA,0
4,35000,4,12,B,MORTGAGE,small_business,Other,0
1,52000,16,5,B,RENT,purchase,Other,0
1,60000,8,13,A,MORTGAGE,debt,Other,0
1,80000,9,15,E,MORTGAGE,debt,TX,0
10,49000,11,22,B,RENT,debt,Other,0
2,32004,26,6,F,RENT,debt,NY,0
5,46500,9,7,B,RENT,debt,Other,0
1,52000,6,8,A,MORTGAGE,purchase,NY,0
3,69000,6,17,D,MORTGAGE,purchase,Other,0
10,123000,8,20,C,MORTGAGE,purchase,NY,0
2,50400,14,14,C,RENT,debt,FL,0
2,26707,6,6,B,RENT,debt,CA,0
10,60000,14,20,A,MORTGAGE,purchase,FL,0
4,39504,3,5,B,RENT,purchase,IL,0
10,40000,14,13,C,RENT,purchase,Other,0
2,24000,34,37,E,OWN,purchase,CA,0
5,90000,8,13,A,MORTGAGE,debt,IL,0
10,32000,6,17,A,RENT,debt,Other,0
3,70000,12,10,C,RENT,debt,TX,0
10,27000,3,16,D,RENT,purchase,TX,0
2,52000,11,10,B,MORTGAGE,purchase,Other,0
10,90000,19,17,B,MORTGAGE,debt,FL,0
10,128000,22,15,B,MORTGAGE,debt,Other,0
8,60000,6,16,B,MORTGAGE,debt,GA,0
3,48000,6,8,F,RENT,purchase,NY,0
2,75000,13,13,D,MORTGAGE,debt,NY,0
1,116000,32,34,E,MORTGAGE,small_business,Other,0
3,41000,20,7,D,OWN,debt,Other,0
1,85000,12,19,G,MORTGAGE,debt,TX,0
10,124000,11,10,E,MORTGAGE,debt,NY,0
6,70000,6,10,D,MORTGAGE,purchase,IL,0
2,57996,7,11,D,MORTGAGE,purchase,Other,0
4,65004,6,25,B,RENT,purchase,Other,0
8,38000,10,19,D,MORTGAGE,debt,Other,0
4,45000,14,8,B,MORTGAGE,debt,Other,0
1,85000,6,17,D,RENT,purchase,Other,0
2,75000,19,23,B,MORTGAGE,purchase,Other,0
1,46800,11,14,E,OWN,debt,Other,0
1,126000,30,13,G,MORTGAGE,debt,Other,0
10,68000,9,16,D,MORTGAGE,debt,IL,0
1,50004,10,5,C,MORTGAGE,debt,NY,0
4,111000,18,18,D,RENT,debt,TX,0
10,120000,4,14,D,OWN,purchase,TX,0
10,87000,7,20,E,OWN,debt,Other,0
4,78000,6,7,D,MORTGAGE,purchase,IL,0
10,72000,14,12,B,RENT,debt,Other,0
10,58000,14,14,B,MORTGAGE,purchase,TX,0
10,70240,9,14,D,MORTGAGE,purchase,IL,0
5,46199,6,13,B,RENT,debt,Other,0
10,37000,4,15,E,MORTGAGE,purchase,FL,0
10,86400,14,13,D,MORTGAGE,purchase,Other,0
2,30000,2,6,D,RENT,purchase,Other,0
3,31320,9,9,C,RENT,purchase,FL,0
10,85000,19,14,B,MORTGAGE,debt,Other,0
10,57000,6,5,C,OWN,debt,Other,0
3,16200,8,4,E,MORTGAGE,purchase,Other,0
10,108000,26,17,G,RENT,debt,Other,0
3,44160,11,9,D,OWN,purchase,IL,0
6,152000,20,18,E,OWN,purchase,Other,0
9,65000,13,8,D,MORTGAGE,debt,Other,0
8,75000,10,20,C,RENT,debt,Other,0
7,182000,5,9,G,MORTGAGE,purchase,FL,0
1,62000,19,20,E,MORTGAGE,debt,FL,0
8,108000,16,19,F,MORTGAGE,debt,Other,0
1,73000,8,17,C,MORTGAGE,debt,Other,0
4,79200,4,13,D,RENT,purchase,IL,0
3,57408,8,10,B,OWN,purchase,Other,0
1,95000,6,12,C,RENT,purchase,Other,0
10,55944,9,11,D,RENT,purchase,IL,0
4,50000,3,4,D,RENT,purchase,Other,0
10,63000,9,10,B,MORTGAGE,debt,TX,0
10,80000,6,13,F,MORTGAGE,purchase,FL,0
10,46000,13,8,E,MORTGAGE,purchase,IL,0
1,60000,11,28,E,MORTGAGE,small_business,CA,0
3,110000,14,13,C,MORTGAGE,debt,TX,0
9,150000,13,14,C,MORTGAGE,debt,CA,0
8,80800,7,20,F,MORTGAGE,purchase,Other,0
10,83000,3,11,F,MORTGAGE,debt,Other,0
1,87500,11,16,C,MORTGAGE,purchase,GA,0
4,40000,12,4,F,MORTGAGE,debt,Other,0
3,75000,11,13,D,RENT,purchase,Other,0
3,60000,6,10,E,RENT,debt,NY,0
10,28800,8,11,D,RENT,debt,Other,0
10,40000,9,13,C,MORTGAGE,purchase,GA,0
5,40000,10,21,C,RENT,debt,Other,0
10,91176,13,14,D,MORTGAGE,purchase,Other,0
3,85000,7,13,B,MORTGAGE,debt,IL,0
3,135000,18,22,C,MORTGAGE,debt,CA,0
7,36000,14,14,B,MORTGAGE,debt,Other,0
10,75597.48,21,21,E,RENT,purchase,CA,0
10,78000,8,12,D,RENT,debt,Other,0
1,84200,34,16,G,MORTGAGE,debt,Other,0
10,24000,13,23,A,MORTGAGE,debt,Other,0
5,56000,23,8,D,RENT,debt,FL,0
10,50000,9,15,D,MORTGAGE,debt,Other,0
2,60000,4,7,F,RENT,debt,CA,0
3,160000,19,7,C,MORTGAGE,purchase,Other,0
3,65000,17,19,C,MORTGAGE,purchase,Other,0
3,69000,8,14,C,MORTGAGE,debt,Other,0
9,75996,7,14,C,MORTGAGE,purchase,Other,0
1,75000,10,12,E,MORTGAGE,purchase,Other,0
10,120000,27,20,F,MORTGAGE,debt,GA,0
10,80000,5,18,D,MORTGAGE,debt,Other,0
9,50000,15,8,E,RENT,purchase,NY,0
10,110000,7,17,D,MORTGAGE,debt,IL,0
1,140000,7,27,F,MORTGAGE,debt,Other,0
1,51000,4,7,D,RENT,debt,IL,0
9,190000,11,16,E,MORTGAGE,debt,Other,0
9,65257,15,13,C,MORTGAGE,debt,TX,0
5,51600,6,5,D,RENT,purchase,Other,0
2,60000,6,9,G,RENT,purchase,GA,0
4,57600,19,10,C,MORTGAGE,debt,FL,0
1,24960,2,14,E,RENT,purchase,Other,0
4,63000,8,4,E,MORTGAGE,debt,Other,0
9,42000,5,7,D,MORTGAGE,debt,Other,0
6,47004,9,19,F,RENT,debt,Other,0
8,70000,9,19,G,MORTGAGE,debt,CA,0
1,30000,7,15,E,MORTGAGE,debt,CA,0
7,34428,11,22,A,MORTGAGE,purchase,Other,0
2,56004,5,4,D,RENT,purchase,FL,0
3,28000,9,9,D,RENT,debt,Other,0
7,104000,25,31,G,MORTGAGE,debt,Other,0
1,69000,7,13,E,RENT,debt,Other,0
10,95000,14,15,C,MORTGAGE,debt,GA,0
1,30000,3,10,E,RENT,purchase,Other,0
9,28800,11,8,C,RENT,purchase,CA,0
6,80000,7,14,A,MORTGAGE,debt,CA,0
2,138000,16,8,C,RENT,debt,Other,0
5,80000,7,9,B,MORTGAGE,debt,CA,0
3,120000,8,11,B,MORTGAGE,debt,TX,0
4,69500,3,13,C,RENT,purchase,NY,0
4,57120,10,10,G,RENT,debt,Other,0
1,33000,8,7,D,RENT,debt,Other,0
1,28080,9,8,D,RENT,purchase,Other,0
10,39360,9,14,C,MORTGAGE,debt,Other,0
10,60000,4,13,E,RENT,debt,Other,0
10,200000,5,5,D,MORTGAGE,purchase,Other,0
2,125004,9,16,G,RENT,debt,CA,0
1,21600,8,11,E,RENT,purchase,Other,0
10,56000,22,13,F,MORTGAGE,debt,IL,0
10,42240,9,12,C,MORTGAGE,debt,Other,0
1,180000,16,13,E,RENT,debt,CA,0
6,150000,16,21,B,MORTGAGE,purchase,Other,0
7,48000,6,12,B,MORTGAGE,purchase,IL,0
6,55000,21,10,D,RENT,purchase,Other,0
4,28000,19,16,C,OWN,small_business,Other,0
3,48000,6,8,C,OWN,purchase,GA,0
5,185000,12,15,G,MORTGAGE,debt,Other,0
3,70000,5,14,F,RENT,debt,Other,0
9,87996,17,14,C,MORTGAGE,debt,IL,0
4,48000,8,21,D,RENT,purchase,FL,0
7,48996,5,10,C,OWN,purchase,Other,0
6,42000,2,9,E,RENT,purchase,Other,0
10,66000,8,15,B,MORTGAGE,debt,TX,0
4,100000,13,20,C,MORTGAGE,debt,Other,0
1,26400,9,8,B,RENT,purchase,TX,0
3,25000,7,12,D,MORTGAGE,purchase,Other,0
10,110004,13,17,E,MORTGAGE,debt,IL,0
8,100000,7,18,G,MORTGAGE,debt,CA,0
10,95000,8,13,B,MORTGAGE,debt,Other,0
1,50004,8,6,E,RENT,purchase,NY,0
8,180000,10,9,E,MORTGAGE,small_business,CA,0
1,73500,8,12,A,RENT,debt,Other,0
10,80000,10,21,E,MORTGAGE,purchase,Other,0
10,66600,15,24,C,MORTGAGE,small_business,CA,0
3,42000,10,12,F,MORTGAGE,debt,Other,0
9,150000,22,18,D,MORTGAGE,purchase,NY,0
1,28800,7,7,D,RENT,purchase,Other,0
3,42000,13,8,D,RENT,purchase,Other,0
10,45000,10,9,B,RENT,debt,Other,0
2,60000,12,17,A,MORTGAGE,purchase,Other,0
4,54000,14,12,C,RENT,debt,CA,0
1,60000,8,7,D,RENT,debt,Other,0
10,58350,4,15,D,RENT,debt,TX,0
1,26400,4,8,C,RENT,purchase,CA,0
8,70000,8,21,B,MORTGAGE,purchase,Other,0
1,57000,6,9,E,RENT,debt,IL,0
1,140004,10,22,D,MORTGAGE,small_business,Other,0
1,126000,12,13,B,MORTGAGE,debt,FL,0
1,29500,5,7,B,MORTGAGE,debt,Other,0
8,42000,7,28,D,MORTGAGE,purchase,Other,0
10,80000,8,24,E,OWN,purchase,CA,0
4,60000,5,11,E,RENT,purchase,CA,0
10,78206,13,19,D,RENT,purchase,CA,0
1,72000,16,16,D,OWN,purchase,TX,0
1,51000,11,14,B,RENT,purchase,CA,0
4,42600,5,13,G,RENT,purchase,FL,0
8,57330,6,15,E,MORTGAGE,debt,Other,0
5,45000,11,13,C,RENT,debt,TX,0
6,95040,2,18,D,RENT,debt,TX,0
3,38400,5,4,E,RENT,debt,Other,0
7,42000,10,10,E,MORTGAGE,purchase,GA,0
5,57996,7,11,D,RENT,debt,CA,0
6,45000,12,18,D,MORTGAGE,debt,Other,0
10,130000,10,30,D,MORTGAGE,purchase,TX,0
3,189996,20,18,F,MORTGAGE,debt,TX,0
10,45000,9,9,D,RENT,debt,Other,0
1,51000,7,18,D,RENT,debt,Other,0
10,45888,6,10,C,MORTGAGE,purchase,Other,0
10,60000,11,16,B,MORTGAGE,debt,Other,0
4,47000,9,9,C,RENT,purchase,Other,0
10,59004,8,16,C,MORTGAGE,purchase,FL,0
10,80000,15,17,G,OWN,small_business,CA,0
2,35000,18,7,F,MORTGAGE,purchase,Other,0
2,28800,7,7,D,OWN,debt,Other,0
2,50000,9,18,B,MORTGAGE,debt,Other,0
10,45000,9,15,B,MORTGAGE,purchase,Other,0
1,30000,12,7,B,OWN,debt,NY,0
10,51875,10,13,C,MORTGAGE,purchase,Other,0
6,126000,10,27,D,MORTGAGE,debt,CA,0
10,56004,10,16,D,MORTGAGE,debt,Other,0
10,53000,13,33,B,MORTGAGE,debt,Other,0
3,128000,6,12,F,RENT,debt,TX,0
5,74004,10,14,C,RENT,debt,FL,0
10,104000,15,23,C,MORTGAGE,debt,Other,0
2,120000,10,17,C,MORTGAGE,debt,Other,0
2,29500,10,5,D,RENT,purchase,TX,0
10,35496,7,14,D,MORTGAGE,purchase,FL,0
8,37488,9,13,F,MORTGAGE,purchase,Other,0
8,41004,11,8,D,RENT,debt,FL,0
10,30996,9,10,E,RENT,purchase,Other,0
10,159996,20,13,E,OWN,debt,FL,0
3,115000,8,12,E,MORTGAGE,debt,TX,0
2,135000,9,14,E,MORTGAGE,debt,CA,0
9,42000,11,12,C,MORTGAGE,purchase,Other,0
10,75000,13,12,F,MORTGAGE,debt,Other,0
8,95420,16,15,D,MORTGAGE,debt,CA,0
5,24000,5,9,D,RENT,purchase,Other,0
10,79000,15,17,D,MORTGAGE,purchase,CA,0
3,80000,2,16,C,RENT,debt,Other,0
6,120000,17,27,D,MORTGAGE,purchase,TX,0
2,95000,21,20,D,MORTGAGE,purchase,Other,0
7,24000,6,3,C,RENT,debt,Other,0
1,45000,8,4,C,RENT,debt,IL,0
6,40000,11,13,B,MORTGAGE,small_business,Other,0
3,100000,27,10,E,MORTGAGE,debt,NY,0
4,62000,9,4,E,RENT,purchase,Other,0
2,21000,6,7,F,RENT,debt,NY,0
1,24000,3,3,G,RENT,purchase,FL,0
2,63650,12,19,D,MORTGAGE,debt,Other,0
3,120000,8,14,C,MORTGAGE,debt,NY,0
1,90000,13,10,D,RENT,debt,Other,0
4,45996,11,12,C,MORTGAGE,debt,FL,0
1,60000,5,13,B,RENT,purchase,Other,0
9,135000,21,14,E,MORTGAGE,purchase,Other,0
1,90000,8,15,C,RENT,debt,Other,0
10,120000,18,11,D,MORTGAGE,debt,Other,0
3,59004,8,11,E,MORTGAGE,debt,TX,0
1,63996,11,11,C,MORTGAGE,purchase,NY,0
6,35000,8,20,C,RENT,purchase,FL,0
10,68160,7,7,D,RENT,purchase,Other,0
2,41500,18,9,C,OWN,purchase,Other,0
10,95000,9,18,C,MORTGAGE,debt,Other,0
10,33000,4,12,B,MORTGAGE,debt,Other,0
4,35460,6,10,E,RENT,debt,Other,0
3,34800,9,6,C,MORTGAGE,debt,IL,0
3,55000,7,3,F,RENT,small_business,IL,0
1,36000,13,11,E,RENT,purchase,Other,0
1,54996,6,34,C,MORTGAGE,purchase,CA,0
1,40212,2,8,D,RENT,debt,CA,0
10,76000,7,22,E,OWN,debt,Other,0
8,32000,7,11,E,RENT,debt,Other,0
1,40000,4,4,C,RENT,purchase,NY,0
3,33000,5,4,D,MORTGAGE,purchase,Other,0
1,45000,18,19,C,RENT,purchase,FL,0
4,76500,10,20,C,MORTGAGE,purchase,Other,0
4,60000,16,14,G,RENT,debt,Other,0
2,26400,6,4,F,RENT,debt,Other,0
10,57600,9,24,C,OWN,debt,CA,0
10,56652,18,13,E,MORTGAGE,debt,Other,0
3,40000,7,7,C,MORTGAGE,debt,Other,0
1,31824,4,8,E,RENT,purchase,Other,0
3,93000,15,4,F,MORTGAGE,debt,FL,0
1,60000,25,6,G,MORTGAGE,debt,CA,0
8,100000,15,13,F,MORTGAGE,purchase,CA,0
4,63000,6,15,E,RENT,debt,Other,0
10,95000,10,20,B,MORTGAGE,purchase,TX,0
9,62400,10,12,B,MORTGAGE,small_business,IL,0
4,76600,11,7,C,MORTGAGE,debt,Other,0
4,65004,9,16,D,RENT,debt,Other,0
4,55000,24,8,D,MORTGAGE,purchase,GA,0
2,44000,5,14,C,RENT,debt,CA,0
3,40800,5,4,E,OWN,purchase,TX,0
2,85000,8,12,G,MORTGAGE,purchase,Other,0
2,105000,12,10,G,MORTGAGE,debt,TX,0
5,82000,19,12,B,MORTGAGE,purchase,NY,0
3,20000,5,4,E,MORTGAGE,purchase,Other,0
1,18000,5,3,C,RENT,purchase,Other,0
10,52000,4,18,F,MORTGAGE,purchase,Other,0
10,58000,7,13,B,MORTGAGE,purchase,Other,0
6,84770,8,12,E,MORTGAGE,purchase,Other,0
4,39500,9,14,A,MORTGAGE,purchase,NY,0
4,90000,17,10,E,MORTGAGE,debt,Other,0
5,50000,9,10,C,RENT,purchase,CA,0
10,125004,11,9,E,RENT,debt,CA,0
3,58100,9,10,G,RENT,purchase,Other,0
7,125000,8,10,E,MORTGAGE,debt,Other,0
8,36000,9,7,C,OWN,purchase,Other,0
7,93000,13,16,A,RENT,debt,TX,0
7,25000,9,12,D,RENT,debt,Other,0
3,84996,9,18,D,RENT,debt,FL,0
2,24996,6,4,B,MORTGAGE,purchase,FL,0
6,108000,6,6,F,RENT,small_business,TX,0
2,30160,2,7,E,RENT,debt,Other,0
4,70000,8,6,E,MORTGAGE,small_business,Other,0
7,48000,10,9,E,OWN,purchase,Other,0
6,50000,11,8,C,RENT,purchase,NY,0
2,97000,11,11,D,MORTGAGE,debt,IL,0
2,54996,15,8,D,RENT,purchase,Other,0
5,24000,9,10,B,MORTGAGE,purchase,GA,0
3,140000,13,26,B,MORTGAGE,purchase,IL,0
1,81000,11,12,C,RENT,debt,Other,0
10,41000,9,15,C,RENT,purchase,IL,0
7,38400,12,15,B,MORTGAGE,purchase,Other,0
4,35364,8,8,C,MORTGAGE,debt,Other,0
1,30000,8,8,E,RENT,purchase,Other,0
2,85000,8,13,E,MORTGAGE,debt,Other,0
8,50004,18,10,E,MORTGAGE,purchase,Other,0
4,20004,7,5,C,RENT,purchase,Other,0
5,150000,12,18,F,MORTGAGE,debt,Other,0
2,81000,12,16,C,RENT,purchase,Other,0
4,60000,15,10,E,RENT,purchase,TX,0
3,60000,5,18,E,OWN,debt,FL,0
10,80000,6,25,C,MORTGAGE,purchase,Other,0
10,52000,11,17,D,MORTGAGE,debt,Other,0
2,62000,16,22,B,MORTGAGE,debt,Other,0
1,100000,15,23,E,MORTGAGE,debt,Other,0
4,57504,4,6,C,RENT,purchase,NY,0
1,44301.6,9,7,E,RENT,purchase,Other,0
4,54500,4,8,D,RENT,debt,NY,0
6,108000,6,20,E,MORTGAGE,purchase,NY,0
1,49000,6,11,D,MORTGAGE,debt,Other,0
7,90000,11,11,A,RENT,purchase,CA,0
2,38000,18,8,E,MORTGAGE,purchase,IL,0
3,90000,17,8,G,MORTGAGE,purchase,TX,0
1,30000,7,8,D,RENT,purchase,IL,0
1,56496,7,24,B,MORTGAGE,purchase,IL,0
8,80000,12,11,F,MORTGAGE,debt,Other,0
2,75000,10,13,D,MORTGAGE,debt,Other,0
5,90000,11,9,D,MORTGAGE,purchase,TX,0
7,78000,8,34,D,MORTGAGE,debt,Other,0
1,24000,7,19,D,RENT,debt,Other,0
1,59000,8,16,C,MORTGAGE,debt,Other,0
2,74360,8,10,F,RENT,educational,Other,0
2,31000,7,14,C,MORTGAGE,purchase,Other,0
9,27600,6,5,C,MORTGAGE,purchase,Other,0
10,31200,6,10,D,OWN,purchase,Other,0
2,26400,7,5,D,RENT,debt,Other,0
1,100000,11,11,C,MORTGAGE,debt,FL,0
10,156000,14,15,B,MORTGAGE,debt,NY,0
1,22880,13,8,C,RENT,debt,IL,0
6,33600,6,10,D,MORTGAGE,debt,Other,0
4,30684,7,9,B,RENT,purchase,Other,0
4,32004,8,21,C,MORTGAGE,debt,Other,0
3,69320,9,12,E,MORTGAGE,debt,CA,0
4,145000,11,17,E,MORTGAGE,debt,CA,0
2,66500,7,7,D,RENT,purchase,Other,0
7,55000,13,27,D,OWN,small_business,Other,0
1,31000,9,24,C,RENT,debt,Other,0
1,24000,13,11,D,MORTGAGE,debt,Other,0
7,68000,9,13,B,MORTGAGE,debt,Other,0
5,114000,4,7,D,RENT,purchase,NY,0
10,90672,7,14,E,RENT,purchase,CA,0
8,48996,9,9,B,RENT,debt,CA,0
4,55000,3,17,E,MORTGAGE,purchase,Other,0
2,45000,11,9,D,RENT,debt,Other,0
2,99996,18,10,F,RENT,debt,Other,0
5,88250,16,15,G,MORTGAGE,purchase,IL,0
3,60000,7,42,B,RENT,purchase,NY,0
1,45000,20,6,C,RENT,purchase,Other,0
3,31656,2,9,E,MORTGAGE,small_business,Other,0
7,38436,2,9,D,RENT,debt,TX,0
3,35780,13,26,F,MORTGAGE,debt,Other,0
3,49500,10,18,B,RENT,debt,NY,0
10,57190,13,27,E,MORTGAGE,debt,FL,0
7,46053.5,13,16,F,RENT,debt,CA,0
6,65000,21,14,G,RENT,debt,NY,0
3,53000,8,10,B,RENT,debt,Other,0
8,40000,8,11,A,MORTGAGE,small_business,Other,0
9,100000,10,31,B,MORTGAGE,debt,Other,0
1,59000,11,12,D,RENT,debt,TX,0
2,72000,6,9,B,MORTGAGE,debt,IL,0
4,136000,20,12,G,MORTGAGE,debt,TX,0
10,55000,16,13,B,MORTGAGE,debt,Other,0
7,53000,8,9,C,RENT,purchase,NY,0
2,24000,7,11,C,MORTGAGE,purchase,IL,0
9,197000,12,13,C,OWN,purchase,TX,0
5,22000,17,17,D,OWN,debt,TX,0
10,84996,17,15,E,RENT,debt,IL,0
2,60000,12,7,E,MORTGAGE,purchase,Other,0
4,48000,8,6,B,RENT,debt,Other,0
5,78000,14,9,C,RENT,debt,IL,0
10,80000,5,14,F,OWN,purchase,Other,0
5,90000,7,20,B,RENT,small_business,Other,0
8,45000,11,15,B,RENT,purchase,Other,0
10,55000,10,13,E,MORTGAGE,debt,Other,0
8,60000,10,10,C,MORTGAGE,purchase,TX,0
10,80000,8,15,B,MORTGAGE,debt,Other,0
10,29880,9,16,E,MORTGAGE,debt,Other,0
2,32000,9,13,B,RENT,debt,IL,0
2,80000,15,11,E,MORTGAGE,small_business,Other,0
4,58000,11,13,D,RENT,debt,Other,0
10,90000,14,13,F,MORTGAGE,debt,Other,0
10,80000,31,18,G,RENT,debt,Other,0
7,61000,13,22,E,MORTGAGE,debt,Other,0
7,38000,8,11,D,MORTGAGE,debt,IL,0
10,64848,10,19,C,MORTGAGE,debt,Other,0
2,54996,4,6,E,RENT,debt,Other,0
3,24000,2,5,E,RENT,debt,Other,0
4,190000,16,21,E,MORTGAGE,debt,GA,0
5,52800,4,5,C,RENT,purchase,Other,0
6,18000,5,4,D,RENT,debt,Other,0
1,21600,6,3,D,RENT,debt,IL,0
10,135200,15,14,D,MORTGAGE,purchase,Other,0
3,51000,10,11,E,RENT,purchase,IL,0
3,150000,12,20,E,OWN,purchase,Other,0
6,70000,8,10,D,MORTGAGE,purchase,Other,0
5,42000,8,14,D,RENT,debt,Other,0
4,60700,15,8,E,MORTGAGE,purchase,FL,0
10,72000,10,14,E,RENT,debt,FL,0
3,48000,9,28,E,RENT,debt,Other,0
5,62000,18,13,E,MORTGAGE,purchase,Other,0
10,80000,7,12,D,MORTGAGE,debt,Other,0
10,60000,5,12,G,MORTGAGE,purchase,Other,0
10,120000,13,13,D,MORTGAGE,debt,Other,0
10,21600,7,13,B,RENT,purchase,Other,0
5,42000,23,27,C,MORTGAGE,debt,FL,0
1,47000,9,23,B,MORTGAGE,purchase,Other,0
5,42000,5,8,C,RENT,debt,TX,0
1,60000,18,11,F,MORTGAGE,purchase,Other,0
1,24996,3,4,D,RENT,purchase,Other,0
10,65000,14,12,C,MORTGAGE,purchase,Other,0
10,100000,15,15,E,MORTGAGE,debt,CA,0
10,54000,20,16,A,MORTGAGE,debt,Other,0
8,100000,10,13,C,MORTGAGE,debt,Other,0
8,40001,18,17,C,RENT,debt,Other,0
4,48000,14,9,C,RENT,purchase,CA,0
10,163500,10,18,E,MORTGAGE,purchase,Other,0
2,60000,9,11,B,RENT,debt,Other,0
1,36300,2,8,D,MORTGAGE,purchase,Other,0
2,60000,9,8,D,MORTGAGE,purchase,Other,0
6,54500,8,7,D,MORTGAGE,debt,Other,0
8,100000,13,9,F,OWN,purchase,Other,0
3,50004,3,11,C,MORTGAGE,purchase,Other,0
4,70000,7,11,E,OWN,debt,GA,0
1,64500,4,12,D,RENT,purchase,Other,0
3,44200,9,4,D,RENT,small_business,CA,0
2,21996,3,4,E,RENT,purchase,CA,0
2,35360,6,4,D,RENT,debt,Other,0
1,48000,3,5,E,RENT,purchase,TX,0
1,72000,9,5,D,RENT,purchase,Other,0
4,70000,15,30,B,MORTGAGE,debt,Other,0
2,45000,12,10,C,RENT,purchase,TX,0
1,52272,7,14,E,MORTGAGE,debt,Other,0
1,28000,6,9,C,RENT,small_business,Other,0
4,103000,5,22,E,RENT,small_business,Other,0
10,84996,11,25,A,RENT,purchase,GA,0
1,95004,11,12,D,MORTGAGE,purchase,IL,0
8,119000,14,11,C,MORTGAGE,purchase,Other,0
10,200000,13,15,B,MORTGAGE,purchase,CA,0
10,50585,15,19,D,MORTGAGE,debt,Other,0
3,46212,5,7,B,RENT,purchase,Other,0
9,132000,10,17,D,MORTGAGE,small_business,IL,0
10,50000,2,8,D,RENT,educational,CA,0
3,120000,7,24,D,MORTGAGE,debt,CA,0
10,150000,17,19,C,MORTGAGE,purchase,Other,0
10,42000,14,33,D,MORTGAGE,small_business,CA,0
10,79740,7,24,B,MORTGAGE,debt,CA,0
6,53000,5,10,C,MORTGAGE,purchase,Other,0
10,108684,14,25,C,MORTGAGE,debt,CA,0
1,57200,7,5,A,MORTGAGE,purchase,Other,0
9,28000,6,12,D,MORTGAGE,purchase,Other,0
10,95000,15,14,C,MORTGAGE,debt,Other,0
5,54996,3,13,E,MORTGAGE,purchase,Other,0
1,44000,15,9,C,RENT,debt,CA,0
3,99108,7,27,B,MORTGAGE,debt,Other,0
8,69000,3,8,C,RENT,debt,Other,0
3,24000,8,6,C,RENT,debt,FL,0
7,36000,7,8,D,RENT,debt,Other,0
2,95004,3,17,D,MORTGAGE,debt,GA,0
6,65000,11,12,F,MORTGAGE,small_business,Other,0
2,38400,10,7,C,RENT,debt,FL,0
10,84996,15,12,B,RENT,purchase,NY,0
1,61200,12,11,C,RENT,debt,CA,0
6,84996,6,11,B,MORTGAGE,purchase,IL,0
10,60000,9,34,D,MORTGAGE,educational,Other,0
1,58000,17,11,C,RENT,debt,Other,0
2,35000,8,8,D,RENT,debt,Other,0
8,86200,5,17,C,MORTGAGE,debt,Other,0
3,62400,13,6,C,MORTGAGE,purchase,Other,0
7,72000,13,12,F,MORTGAGE,debt,Other,0
1,13200,6,6,C,RENT,debt,TX,0
2,48543,5,10,D,MORTGAGE,purchase,Other,0
2,105000,20,22,D,MORTGAGE,debt,CA,0
2,66150,5,6,E,RENT,purchase,Other,0
6,46866,15,11,C,MORTGAGE,purchase,Other,0
1,110004,19,36,C,MORTGAGE,debt,TX,0
3,42000,5,11,D,RENT,debt,Other,0
8,55000,6,17,C,MORTGAGE,purchase,Other,0
10,100000,12,9,D,MORTGAGE,purchase,Other,0
5,40800,13,13,C,MORTGAGE,debt,Other,0
8,60000,11,21,C,MORTGAGE,purchase,GA,0
10,52800,8,12,C,RENT,debt,Other,0
1,43000,7,16,C,MORTGAGE,debt,Other,0
10,82000,10,15,B,MORTGAGE,debt,FL,0
3,60780,10,9,D,MORTGAGE,purchase,Other,0
4,35000,13,8,B,RENT,debt,Other,0
10,96000,18,14,C,MORTGAGE,debt,IL,0
1,30000,8,4,D,RENT,debt,NY,0
10,84996,11,20,C,MORTGAGE,purchase,NY,0
1,24500,2,5,D,RENT,purchase,Other,0
2,72000,18,13,D,OWN,purchase,NY,0
6,75000,4,8,C,RENT,small_business,CA,0
2,42000,8,3,E,RENT,purchase,IL,0
7,62208,22,12,D,RENT,purchase,IL,0
2,35000,5,22,F,RENT,purchase,Other,0
2,27600,2,6,C,RENT,purchase,NY,0
4,60000,7,7,C,MORTGAGE,debt,IL,0
10,65000,6,12,B,RENT,purchase,Other,0
10,165000,18,12,C,MORTGAGE,debt,Other,0
4,52100,7,5,D,RENT,debt,TX,0
2,65000,5,11,D,MORTGAGE,purchase,Other,0
1,39600,5,11,C,RENT,debt,TX,0
2,34000,21,10,C,RENT,purchase,FL,0
4,100000,20,10,D,RENT,debt,CA,0
3,50000,11,16,C,RENT,purchase,GA,0
3,26400,7,6,D,RENT,educational,CA,0
6,70000,3,13,D,RENT,purchase,Other,0
3,40000,13,17,D,MORTGAGE,debt,Other,0
10,43000,7,21,G,RENT,debt,CA,0
8,41000,5,10,C,RENT,purchase,Other,0
10,79000,10,11,C,RENT,debt,Other,0
3,51000,5,11,E,RENT,purchase,Other,0
10,135000,14,13,D,MORTGAGE,debt,CA,0
6,150000,8,11,D,MORTGAGE,purchase,Other,0
10,55000,9,15,D,OWN,debt,TX,0
9,145000,7,13,D,OWN,debt,CA,0
3,25000,7,10,C,RENT,debt,Other,0
